title,location,brief,style,follow,price tot,price unit,
翠苑五区经典的三房户型南北通透,西湖-翠苑,翠苑五区  | 3室1厅 | 75.68平米 | 南 北 | 简装 | 无电梯,中楼层(共7层)1996年建板楼  -  翠苑,38人关注 / 共10次带看 / 7个月以前发布,348万,单价45984元/平米,
邮电新村 大四房 单价低 价格可谈空间大,西湖-学军,邮电新村  | 3室2厅 | 89.03平米 | 南 | 简装 | 无电梯,低楼层(共6层)1995年建板楼  -  学军,8人关注 / 共1次带看 / 1个月以前发布,485万,单价54477元/平米,
采光明亮，两面通风性好，配套齐*,西湖-学军,求智弄  | 2室1厅 | 54.63平米 | 南 北 | 简装 | 无电梯,低楼层(共6层)1995年建板楼  -  学军,1人关注 / 共6次带看 / 1个月以前发布,500万,单价91525元/平米,
文二新村 不走破 两房 中间楼层 不沿马路,西湖-学军,文二新村  | 2室1厅 | 49.48平米 | 南 | 简装 | 无电梯,5层1990年建板楼  -  学军,7人关注 / 共1次带看 / 5个月以前发布,500万,单价101051元/平米,
好房 崇文公寓东边套 格局方正 诚心出售,西湖-学军,崇文公寓  | 3室1厅 | 104.92平米 | 东 南 | 精装 | 有电梯,中楼层(共7层)2006年建板楼  -  学军,9人关注 / 共0次带看 / 3个月以前发布,925万,单价88163元/平米,
学军十三中 采光好 学籍不占 清爽装修,西湖-学军,下宁巷  | 3室1厅 | 69.43平米 | 南 | 简装 | 无电梯,高楼层(共7层)1997年建板楼  -  学军,4人关注 / 共0次带看 / 2个月以前发布,660万,单价95060元/平米,
大四房，满五年，东边套采光好，中楼层,西湖-学军,中大文锦苑  | 4室2厅 | 168.19平米 | 南 | 简装 | 有电梯,低楼层(共15层)2001年建板楼  -  学军,6人关注 / 共5次带看 / 1个月以前发布,1280万,单价76105元/平米,
西溪河东 96年的房龄 随时看房 诚心出售,西湖-学军,西溪河东  | 2室1厅 | 75.95平米 | 南 | 其他 | 无电梯,低楼层(共7层)1996年建板楼  -  学军,8人关注 / 共7次带看 / 1个月以前发布,545万,单价71758元/平米,
建工新村 中间楼层 *明户型 视野开阔,西湖-学军,建工新村  | 2室1厅 | 57.76平米 | 南 | 简装 | 无电梯,中楼层(共5层)1987年建板楼  -  学军,2人关注 / 共0次带看 / 2个月以前发布,415万,单价71850元/平米,
文二路57号  交通便利  生活设施完备,西湖-学军,文二路57号  | 2室1厅 | 48.16平米 | 南 | 简装 | 无电梯,中楼层(共7层)1983年建板楼  -  学军,2人关注 / 共1次带看 / 19天以前发布,450万,单价93439元/平米,
，免增值税 ，不沿马路，户型方正,西湖-学军,文二路21号  | 3室1厅 | 75.65平米 | 南 北 | 毛坯 | 无电梯,中楼层(共5层)1982年建板楼  -  学军,4人关注 / 共0次带看 / 3个月以前发布,600万,单价79313元/平米,
精装修 业主诚心出售 业主自己住保养很好,西湖-学军,日晖新村  | 3室1厅 | 68.59平米 | 南 北 | 精装 | 无电梯,高楼层(共5层)1982年建板楼  -  学军,8人关注 / 共2次带看 / 2个月以前发布,535万,单价78000元/平米,
大四房，满五年，西边套可观花园，餐厅可见操场。,西湖-学军,中大文锦苑  | 4室2厅 | 142.05平米 | 南 北 | 精装 | 有电梯,中楼层(共15层)2001年建板楼  -  学军,6人关注 / 共0次带看 / 3个月以前发布,1200万,单价84478元/平米,
学军 大3室大阳台 楼层好采光优 业主诚售,西湖-学军,马塍路32号  | 3室1厅 | 94.4平米 | 南 | 简装 | 无电梯,中楼层(共7层)1995年建板楼  -  学军,4人关注 / 共0次带看 / 2个月以前发布,720万,单价76272元/平米,
邮电新村 正气三居室 1995年建的 中间楼层  离2号线近,西湖-学军,邮电新村  | 3室1厅 | 65.83平米 | 南 | 简装 | 无电梯,低楼层(共7层)1995年建板楼  -  学军,3人关注 / 共0次带看 / 14天以前发布,428万,单价65016元/平米,
精装修 中间楼层 上学无需过马路,西湖-学军,求智巷  | 2室1厅 | 49.49平米 | 南 北 | 精装 | 无电梯,中楼层(共5层)1983年建板楼  -  学军,8人关注 / 共1次带看 / 2个月以前发布,475万,单价95979元/平米,
高楼层 采光好 视野开阔 建工新村,西湖-学军,建工新村  | 2室1厅 | 55.04平米 | 南 北 | 精装 | 无电梯,中楼层(共4层)1987年建板楼  -  学军,3人关注 / 共1次带看 / 3个月以前发布,360万,单价65407元/平米,
精装修，两房朝南，小户型，总价低,西湖-学军,马塍路28号  | 2室1厅 | 49.32平米 | 南 | 简装 | 无电梯,高楼层(共6层)1985年建板楼  -  学军,4人关注 / 共1次带看 / 2个月以前发布,480万,单价97324元/平米,
楼层佳  采光好  上学近 户型正,西湖-学军,求智巷  | 2室1厅 | 59.86平米 | 南 | 简装 | 无电梯,中楼层(共5层)1984年建板楼  -  学军,1人关注 / 共0次带看 / 1个月以前发布,520万,单价86870元/平米,
此房满五年，南北通透格局，有院子,西湖-学军,西溪河东  | 2室1厅 | 77.67平米 | 南 北 | 简装 | 无电梯,低楼层(共7层)1996年建板楼  -  学军,2人关注 / 共0次带看 / 2个月以前发布,660万,单价84975元/平米,
邮电好房，3楼，小三居室，清爽装修,西湖-学军,邮电新村  | 3室1厅 | 67.01平米 | 南 北 | 简装 | 无电梯,中楼层(共5层)1990年建板楼  -  学军,4人关注 / 共0次带看 / 2个月以前发布,420万,单价62678元/平米,
精装修小两房 楼层中上 诚心出售,西湖-学军,文二路37号  | 2室1厅 | 56.81平米 | 南 | 精装 | 无电梯,中楼层(共7层)1983年建板楼  -  学军,5人关注 / 共0次带看 / 1个月以前发布,450万,单价79212元/平米,
低总价小两房 装修清爽 格局*明,西湖-学军,日晖新村  | 2室1厅 | 48.28平米 | 南 | 简装 | 无电梯,中楼层(共6层)1982年建板楼  -  学军,2人关注 / 共6次带看 / 2个月以前发布,430万,单价89064元/平米,
文二新村大户型，采光明亮无比，装修好,西湖-学军,文二新村  | 3室1厅 | 76.83平米 | 南 | 精装 | 无电梯,高楼层(共5层)1985年建板楼  -  学军,5人关注 / 共0次带看 / 2个月以前发布,670万,单价87206元/平米,
装两房，楼层好，采光好，一房朝南，一房朝北,西湖-学军,马塍路32号  | 2室1厅 | 67.24平米 | 南 | 精装 | 无电梯,高楼层(共7层)1995年建塔楼  -  学军,1人关注 / 共0次带看 / 3个月以前发布,540万,单价80310元/平米,
小户型 西边套 客厅朝西有窗户 比较明亮,西湖-学军,文二路27号  | 2室1厅 | 47.35平米 | 南 | 简装 | 无电梯,高楼层(共5层)1982年建板楼  -  学军,0人关注 / 共0次带看 / 2个月以前发布,473.5万,单价100000元/平米,
学军近 户型方正的两房 业主诚心出售,西湖-学军,文二路23号  | 2室1厅 | 64.58平米 | 南 | 简装,高楼层(共5层)板楼  -  学军,12人关注 / 共1次带看 / 7个月以前发布,525万,单价81295元/平米,
自住精装修  上学近不过马路 采光无遮挡,西湖-学军,文二新村  | 3室1厅 | 62.06平米 | 南 | 简装 | 无电梯,高楼层(共5层)1990年建板楼  -  学军,6人关注 / 共0次带看 / 2个月以前发布,535万,单价86207元/平米,
经典小两房   不沿街   总价低,西湖-学军,文二新村  | 2室0厅 | 46.17平米 | 南 | 简装 | 无电梯,中楼层(共5层)1985年建板楼  -  学军,2人关注 / 共0次带看 / 2个月以前发布,450万,单价97466元/平米,
1995年建的，房龄新，两房总价低,西湖-学军,邮电新村  | 2室1厅 | 46.93平米 | 南 北 | 其他 | 无电梯,高楼层(共6层)1990年建板楼  -  学军,2人关注 / 共0次带看 / 1个月以前发布,355万,单价75645元/平米,
学军大三房朝南向+居家装修+楼层好,西湖-学军,文二路21号  | 3室1厅 | 75.82平米 | 南 | 简装 | 无电梯,中楼层(共6层)1982年建板楼  -  学军,40人关注 / 共4次带看 / 一年前发布,580万,单价76497元/平米,
有车位， 高楼层，阳光好，三室朝南，南北通透,西湖-学军,中大文锦苑  | 3室2厅 | 124.77平米 | 南 北 | 精装 | 有电梯,中楼层(共15层)2001年建塔楼  -  学军,38人关注 / 共1次带看 / 一年前发布,980万,单价78545元/平米,
满五年且家庭名下在杭州一套住宅，没有增值税和个税,西湖-学军,马塍路28号  | 3室1厅 | 73.72平米 | 南 | 简装 | 无电梯,高楼层(共5层)1985年建板楼  -  学军,39人关注 / 共2次带看 / 一年前发布,550万,单价74607元/平米,
学军边  两房南客厅北  楼层好 诚心出售,西湖-学军,求智巷  | 3室1厅 | 75.09平米 | 南 北 | 简装 | 无电梯,高楼层(共4层)1983年建板楼  -  学军,20人关注 / 共0次带看 / 一年前发布,625万,单价83234元/平米,
学军本部下宁巷两房两厅，没有双税房东诚心卖,西湖-学军,下宁巷1号  | 2室2厅 | 59.92平米 | 南 北 | 简装 | 无电梯,高楼层(共5层)1985年建板楼  -  学军,6人关注 / 共1次带看 / 9个月以前发布,510万,单价85114元/平米,
西溪河东 97年的房子 没小孩读书 诚心卖,西湖-学军,西溪河东  | 2室1厅 | 74.57平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1996年建板楼  -  学军,10人关注 / 共0次带看 / 一年前发布,560万,单价75098元/平米,
邮电新村 距离地铁100米 大三居 小孩老早一毕业,西湖-学军,邮电新村  | 3室1厅 | 83.62平米 | 南 | 简装 | 无电梯,高楼层(共7层)1997年建板楼  -  学军,26人关注 / 共3次带看 / 9个月以前发布,490万,单价58599元/平米,
下宁巷三室一厅  638万 带储物间,西湖-学军,下宁巷  | 3室1厅 | 74.1平米 | 南 | 简装 | 无电梯,高楼层(共6层)1995年建板楼  -  学军,8人关注 / 共1次带看 / 7个月以前发布,628万,单价84751元/平米,
清爽大三房 拎包入住  中间楼层,西湖-学军,下宁巷  | 3室2厅 | 78.18平米 | 南 | 简装 | 无电梯,中楼层(共5层)1995年建板楼  -  学军,17人关注 / 共1次带看 / 4个月以前发布,620万,单价79305元/平米,
满五年唯一       楼层好   采光好   诚心卖,西湖-学军,西溪河东  | 2室2厅 | 64.7平米 | 南 | 简装 | 无电梯,中楼层(共6层)1984年建板楼  -  学军,2人关注 / 共0次带看 / 6个月以前发布,560万,单价86554元/平米,
满五唯一免双税  两房朝南 户型好,西湖-学军,沈塘新村  | 2室1厅 | 75.79平米 | 南 | 简装 | 无电梯,高楼层(共6层)1986年建板楼  -  学军,11人关注 / 共2次带看 / 5个月以前发布,450万,单价59375元/平米,
西边套，业主诚心卖，看房预约，中间楼层,西湖-学军,中大文锦苑  | 4室2厅 | 136.82平米 | 南 | 简装 | 有电梯,中楼层(共11层)2001年建板楼  -  学军,9人关注 / 共0次带看 / 5个月以前发布,1067万,单价77986元/平米,
精装修 三房朝南厅朝东 采光好,西湖-学军,中大文锦苑  | 3室1厅 | 113.47平米 | 南 | 简装 | 有电梯,中楼层(共9层)2001年建板塔结合  -  学军,11人关注 / 共6次带看 / 6个月以前发布,908万,单价80022元/平米,
马塍路32号 3室2厅 710万,西湖-学军,马塍路32号  | 3室2厅 | 80.21平米 | 南 | 简装 | 无电梯,中楼层(共7层)1995年建塔楼  -  学军,9人关注 / 共0次带看 / 一年前发布,710万,单价88518元/平米,
文二新村 3室1厅 625万,西湖-学军,文二新村  | 3室1厅 | 70.58平米 | 南 北 | 简装 | 无电梯,低楼层(共6层)1991年建板楼  -  学军,21人关注 / 共0次带看 / 8个月以前发布,625万,单价88552元/平米,
邮电新村 两房朝南  房龄新1995年建的 能贷款30年,西湖-学军,邮电新村  | 2室1厅 | 54.17平米 | 南 | 简装 | 无电梯,低楼层(共7层)1995年建板楼  -  学军,15人关注 / 共0次带看 / 7个月以前发布,380万,单价70150元/平米,
*明户型，楼层适中，户型方正，南北通风,西湖-学军,求智弄  | 3室1厅 | 82.4平米 | 南 | 简装 | 无电梯,中楼层(共6层)2000年建板楼  -  学军,2人关注 / 共0次带看 / 4个月以前发布,740万,单价89806元/平米,
正气三房   户型方正  看房方便 业主诚心出售,西湖-学军,马塍路35号  | 3室1厅 | 67.2平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)1983年建板楼  -  学军,6人关注 / 共1次带看 / 4个月以前发布,550万,单价81846元/平米,
学军*多层4房，改善置换，业主诚心出售,西湖-学军,求智弄  | 4室1厅 | 91.82平米 | 西南 北 | 简装 | 无电梯,中楼层(共7层)1995年建板楼  -  学军,2人关注 / 共0次带看 / 8个月以前发布,800万,单价87127元/平米,
建工新村 高楼层 采光好 视野开阔,西湖-学军,建工新村  | 2室1厅 | 59.41平米 | 南 北 | 简装 | 无电梯,高楼层(共4层)1987年建板楼  -  学军,6人关注 / 共0次带看 / 5个月以前发布,350万,单价58913元/平米,
下宁巷 两房边套 诚心出售 户口正常迁出,西湖-学军,下宁巷  | 2室1厅 | 54.71平米 | 南 北 | 简装 | 无电梯,低楼层(共6层)1994年建板楼  -  学军,16人关注 / 共2次带看 / 6个月以前发布,490万,单价89564元/平米,
1995年左右，没孩子读书，南北通透，总价不高,西湖-学军,求智弄  | 2室1厅 | 57.17平米 | 南 北 | 简装 | 无电梯,高楼层(共6层)1995年建板楼  -  学军,31人关注 / 共0次带看 / 一年前发布,510万,单价89208元/平米,
精装两房   双阳台    *明户型,西湖-学军,文二新村  | 2室2厅 | 65.72平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)1981年建板楼  -  学军,59人关注 / 共0次带看 / 一年前发布,610万,单价92819元/平米,
精装修 东边套 三房朝南厅朝东 采光好 小区中间位置,西湖-学军,中大文锦苑  | 4室2厅 | 132.08平米 | 南 | 精装 | 有电梯,低楼层(共15层)2001年建板塔结合  -  学军,20人关注 / 共0次带看 / 10个月以前发布,960万,单价72684元/平米,
*明户型，楼层好，采光无限好  生活便利,西湖-学军,下宁巷  | 1室1厅 | 42.71平米 | 南 | 简装 | 无电梯,5层1995年建板楼  -  学军,20人关注 / 共0次带看 / 11个月以前发布,440万,单价103021元/平米,
楼层好   采光好  带地暖   精装修,西湖-学军,西溪河东  | 4室2厅 | 159.32平米 | 南 北 | 精装 | 无电梯,中楼层(共7层)1996年建板楼  -  学军,18人关注 / 共0次带看 / 8个月以前发布,930万,单价58374元/平米,
求智弄2000年 大四房 三房朝南 一房朝北 精装修,西湖-学军,求智弄  | 4室2厅 | 118.01平米 | 南 | 精装 | 无电梯,高楼层(共6层)2000年建板楼  -  学军,37人关注 / 共0次带看 / 一年前发布,850万,单价72028元/平米,
中楼层，三房朝南，置换卖房，精装修,西湖-学军,中大文锦苑  | 3室2厅 | 124.77平米 | 南 北 | 精装 | 有电梯,中楼层(共15层)2001年建塔楼  -  学军,6人关注 / 共1次带看 / 5个月以前发布,980万,单价78545元/平米,
西溪河东，南北通透，采光好，房龄新,西湖-学军,西溪河东  | 3室2厅 | 127.59平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1996年建板楼  -  学军,35人关注 / 共0次带看 / 一年前发布,760万,单价59566元/平米,
采光好，楼层中间，总价低，小面积,西湖-学军,中大文锦苑  | 3室2厅 | 118.49平米 | 南 | 精装 | 有电梯,低楼层(共15层)2001年建塔楼  -  学军,13人关注 / 共0次带看 / 8个月以前发布,945万,单价79754元/平米,
免增值税 简单装修 诚心出售 出行方便,西湖-学军,马塍路33号  | 2室1厅 | 57.63平米 | 南 北 | 简装 | 无电梯,低楼层(共5层)1983年建板楼  -  学军,4人关注 / 共0次带看 / 5个月以前发布,520万,单价90231元/平米,
大两房 清爽装修 南北通透 上学近,西湖-学军,文二新村  | 2室1厅 | 57.26平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1990年建板楼  -  学军,34人关注 / 共0次带看 / 一年前发布,500万,单价87321元/平米,
学军新上精装三房朝南 拎包入住房主自荐,西湖-学军,马塍路32号  | 3室2厅 | 99.54平米 | 南 | 精装 | 无电梯,高楼层(共7层)1995年建板楼  -  学军,70人关注 / 共1次带看 / 7个月以前发布,680万,单价68315元/平米,
崇文公寓 户型正气 采光无遮挡 交通便利,西湖-学军,崇文公寓  | 2室2厅 | 115.77平米 | 南 北 | 简装 | 有电梯,低楼层(共7层)2006年建板楼  -  学军,13人关注 / 共0次带看 / 一年前发布,869万,单价75063元/平米,
崇文公寓 三房朝南 学军电梯房 中间楼层,西湖-学军,崇文公寓  | 3室2厅 | 124.16平米 | 南 北 | 精装 | 有电梯,中楼层(共7层)2006年建板楼  -  学军,20人关注 / 共0次带看 / 一年前发布,1100万,单价88596元/平米,
学军十三中本部  无增值税 中档居家装修,西湖-学军,马塍路33号  | 3室1厅 | 86.5平米 | 南 北 | 简装 | 无电梯,高楼层(共5层)1983年建板楼  -  学军,12人关注 / 共0次带看 / 一年前发布,665万,单价76879元/平米,
学军十三中总部  无增值税 户型方正 诚心出售,西湖-学军,马塍路35号  | 2室1厅 | 69.11平米 | 南 | 简装 | 无电梯,高楼层(共6层)1983年建板楼  -  学军,29人关注 / 共0次带看 / 一年前发布,540万,单价78137元/平米,
下宁巷   房东诚心卖  同小区自住户型,西湖-学军,下宁巷  | 3室1厅 | 85.45平米 | 南 | 简装 | 无电梯,低楼层(共7层)1994年建板楼  -  学军,13人关注 / 共2次带看 / 6个月以前发布,650万,单价76068元/平米,
文三街邮电新村 两居室总价低  距离地铁200米 房龄新,西湖-学军,邮电新村  | 2室1厅 | 54.09平米 | 南 | 简装 | 无电梯,低楼层(共7层)1997年建板楼  -  学军,31人关注 / 共1次带看 / 5个月以前发布,345万,单价63783元/平米,
中大文锦苑 精装修 二胎家庭 三房朝南 厅朝北,西湖-学军,中大文锦苑  | 3室2厅 | 119.15平米 | 南 | 精装 | 有电梯,低楼层(共9层)2001年建板塔结合  -  学军,15人关注 / 共0次带看 / 一年前发布,920万,单价77214元/平米,
此房楼层不错，客厅比较大，采光较好。视野开阔。,西湖-学军,马塍路32号  | 2室1厅 | 63.58平米 | 南 | 简装 | 无电梯,高楼层(共7层)1995年建板楼  -  学军,57人关注 / 共0次带看 / 一年前发布,508万,单价79900元/平米,
居家精装修  两房朝南 *明格局   业主诚心卖,西湖-学军,马塍路34号  | 2室1厅 | 59.37平米 | 南 | 精装 | 无电梯,高楼层(共6层)1983年建板楼  -  学军,20人关注 / 共1次带看 / 8个月以前发布,474万,单价79839元/平米,
点式结构 房间朝南 业主诚心出售,西湖-学军,求智弄  | 2室2厅 | 68.55平米 | 东 南 | 简装 | 无电梯,低楼层(共7层)1995年建板楼  -  学军,13人关注 / 共0次带看 / 8个月以前发布,556万,单价81109元/平米,
房龄新  格局方正 小区环境好  诚心出售,西湖-学军,崇文公寓  | 3室2厅 | 121平米 | 南 | 精装 | 有电梯,中楼层(共6层)2006年建板楼  -  学军,5人关注 / 共1次带看 / 7个月以前发布,950万,单价78513元/平米,
房龄新 1995年建的 正气三居室 以后可以加装电梯房主自荐,西湖-学军,邮电新村  | 3室1厅 | 76.12平米 | 南 | 简装 | 无电梯,高楼层(共7层)1995年建板楼  -  学军,15人关注 / 共3次带看 / 7个月以前发布,495万,单价65029元/平米,
总价低，小两居 有大院子  无户口   适合做生意,西湖-学军,邮电新村  | 2室1厅 | 51.3平米 | 南 | 毛坯 | 无电梯,低楼层(共5层)1990年建板楼  -  学军,29人关注 / 共0次带看 / 一年前发布,388万,单价75634元/平米,
精装修 业主自己住的3房 精装修带地暖,西湖-学军,文二路21号  | 3室2厅 | 74.17平米 | 南 | 精装 | 无电梯,高楼层(共6层)1982年建板楼  -  学军,22人关注 / 共0次带看 / 8个月以前发布,600万,单价80896元/平米,
房龄1995年，单价较低，业主诚心出售，带一个院子,西湖-学军,马塍路32号  | 3室2厅 | 80.2平米 | 南 北 | 简装 | 无电梯,低楼层(共7层)1995年建塔楼  -  学军,6人关注 / 共0次带看 / 7个月以前发布,650万,单价81048元/平米,
*明户型，采光好，带院子。生活便利,西湖-学军,下宁巷1号  | 2室1厅 | 51.83平米 | 南 | 精装 | 无电梯,低楼层(共5层)1985年建板楼  -  学军,15人关注 / 共0次带看 / 6个月以前发布,480万,单价92611元/平米,
精装三房 有个税 小区环境优美 生活便利,西湖-学军,西溪河东  | 3室1厅 | 98平米 | 南 | 简装 | 无电梯,中楼层(共7层)1996年建板楼  -  学军,9人关注 / 共0次带看 / 6个月以前发布,765万,单价78062元/平米,
文二路  3房 自住 诚心出售,西湖-学军,文二路21号  | 3室1厅 | 75.6平米 | 南 北 | 简装 | 无电梯,高楼层(共5层)1982年建板楼  -  学军,8人关注 / 共0次带看 / 6个月以前发布,590万,单价78043元/平米,
两房朝南   采光无遮挡  上学近,西湖-学军,西溪河东  | 3室1厅 | 77.62平米 | 南 北 | 简装 | 无电梯,低楼层(共5层)1984年建板楼  -  学军,9人关注 / 共1次带看 / 6个月以前发布,559万,单价72018元/平米,
低总价3房 距离学军比较近 户型方正,西湖-学军,文二路21号  | 3室1厅 | 74.26平米 | 南 北 | 精装 | 无电梯,中楼层(共6层)1982年建板楼  -  学军,16人关注 / 共0次带看 / 5个月以前发布,590万,单价79451元/平米,
户型正，小三房，总价低 出行方便,西湖-学军,文三路54号  | 3室1厅 | 50.02平米 | 南 | 简装 | 无电梯,中楼层(共5层)2000年建板楼  -  学军,8人关注 / 共0次带看 / 5个月以前发布,380万,单价75970元/平米,
精装修3房，学军不过马路，业主诚心出售,西湖-学军,日晖新村  | 3室1厅 | 68.47平米 | 南 北 | 精装 | 无电梯,中楼层(共5层)1982年建板楼  -  学军,23人关注 / 共0次带看 / 5个月以前发布,560万,单价81788元/平米,
满五非唯一，个税。业主自住保养干净清爽。,西湖-学军,马塍路30号  | 2室2厅 | 53.62平米 | 南 北 | 精装 | 无电梯,中楼层(共5层)1983年建板楼  -  学军,2人关注 / 共0次带看 / 4个月以前发布,500万,单价93249元/平米,
学军新上房源，带大客厅，居住适宜,西湖-学军,马塍路32号  | 2室2厅 | 73.67平米 | 南 | 精装 | 无电梯,高楼层(共7层)1995年建板楼  -  学军,8人关注 / 共0次带看 / 一年前发布,580万,单价78730元/平米,
西溪河东 两房空置，方便看房，诚心出售,西湖-学军,西溪河东  | 2室2厅 | 77.67平米 | 南 | 简装 | 无电梯,高楼层(共7层)1996年建板楼  -  学军,3人关注 / 共0次带看 / 一年前发布,630万,单价81113元/平米,
西溪河东   两房精装修，看房方便，不沿马路,西湖-学军,西溪河东  | 2室1厅 | 51.37平米 | 南 | 精装 | 无电梯,高楼层(共5层)1984年建板楼  -  学军,6人关注 / 共0次带看 / 8个月以前发布,475万,单价92467元/平米,
学军大户型 3房 格局方正 楼层好,西湖-学军,日晖新村  | 3室2厅 | 87.22平米 | 南 北 | 简装 | 无电梯,高楼层(共5层)1982年建板楼  -  学军,1人关注 / 共0次带看 / 7个月以前发布,798万,单价91493元/平米,
西溪河东,精装修三房朝南，看房方便,西湖-学军,西溪河东  | 3室1厅 | 89.84平米 | 南 | 精装 | 无电梯,中楼层(共6层)1984年建板楼  -  学军,1人关注 / 共0次带看 / 6个月以前发布,835万,单价92944元/平米,
精装2房， 楼下就是2号线沈塘桥站,西湖-学军,莫干山路361号  | 2室1厅 | 81.62平米 | 东 南 | 精装 | 无电梯,中楼层(共7层)1996年建板楼  -  学军,5人关注 / 共0次带看 / 5个月以前发布,550万,单价67386元/平米,
学军好房 崇文公寓 格局方正 诚心出售,西湖-学军,崇文公寓  | 3室2厅 | 114.84平米 | 南 | 精装 | 有电梯,中楼层(共7层)2006年建板楼  -  学军,5人关注 / 共0次带看 / 5个月以前发布,998万,单价86904元/平米,
诚心出售，学军*边套3房，年代新,西湖-学军,求智弄  | 3室1厅 | 86.92平米 | 南 | 精装 | 无电梯,高楼层(共6层)1995年建板楼  -  学军,9人关注 / 共0次带看 / 4个月以前发布,695万,单价79959元/平米,
户型方正   房龄新2009年建 地段繁华  配套齐*,西湖-学军,沈塘新村  | 3室1厅 | 76.26平米 | 南 | 简装 | 无电梯,高楼层(共6层)2009年建板楼  -  学军,9人关注 / 共0次带看 / 4个月以前发布,485万,单价63599元/平米,
邮电新村大三居 1993年建的，带储藏室 价格可以谈,西湖-学军,邮电新村  | 3室1厅 | 86.83平米 | 南 | 简装 | 无电梯,低楼层(共6层)1990年建板楼  -  学军,4人关注 / 共0次带看 / 2个月以前发布,565万,单价65070元/平米,
中大文锦苑 4室3厅 1380万,西湖-学军,中大文锦苑  | 4室3厅 | 109.41平米 | 南 | 简装 | 有电梯,高楼层(共11层)2001年建板楼  -  学军,29人关注 / 共2次带看 / 一年前发布,1380万,单价126132元/平米,
低总价两房 1995年建成 南北户型业主诚心出售,西湖-学军,求智弄  | 2室1厅 | 57.14平米 | 南 北 | 简装 | 无电梯,低楼层(共7层)1995年建板楼  -  学军,0人关注 / 共0次带看 / 8个月以前发布,520万,单价91005元/平米,
两房朝南的边套户型 学军十三中本部 大两房 免增值税房主自荐,西湖-学军,马塍路29号  | 2室1厅 | 69.1平米 | 南 北 | 简装 | 无电梯,中楼层(共5层)1985年建板楼  -  学军,5人关注 / 共0次带看 / 8个月以前发布,560万,单价81042元/平米,
户型正气 楼层好 采光佳 现在诚售,西湖-学军,下宁巷1号  | 2室1厅 | 60.27平米 | 南 | 简装 | 无电梯,中楼层(共5层)1985年建板楼  -  学军,11人关注 / 共0次带看 / 8个月以前发布,490万,单价81301元/平米,
邮电新村 文三街低总价  价格可以谈的,西湖-学军,邮电新村  | 1室1厅 | 37.09平米 | 南 | 简装 | 无电梯,低楼层(共6层)1989年建板楼  -  学军,8人关注 / 共0次带看 / 6个月以前发布,320万,单价86277元/平米,
邮电新村  正气三居室 不占用 诚心出售,西湖-学军,邮电新村  | 3室1厅 | 73平米 | 南 北 | 简装 | 无电梯,高楼层(共7层)1995年建板楼  -  学军,68人关注 / 共0次带看 / 一年前发布,470万,单价64384元/平米,
学军边上  读书近 房龄新 上学方便  诚心出售,西湖-学军,求智弄  | 2室0厅 | 42.94平米 | 南 北 | 精装 | 无电梯,中楼层(共7层)1995年建板楼  -  学军,42人关注 / 共0次带看 / 一年前发布,475万,单价110620元/平米,
25万精装修的房子 两房朝南 免增值税,西湖-学军,求智巷  | 2室1厅 | 55.81平米 | 南 | 精装 | 无电梯,低楼层(共6层)1985年建板楼  -  学军,14人关注 / 共0次带看 / 8个月以前发布,560万,单价100341元/平米,
下宁巷小区小套 房龄新  采光好,西湖-学军,下宁巷  | 1室1厅 | 38.09平米 | 南 | 简装 | 无电梯,高楼层(共6层)1994年建板楼  -  学军,8人关注 / 共0次带看 / 5个月以前发布,405万,单价106328元/平米,
业主诚心出售  两房朝南 总价低,西湖-学军,沈塘新村  | 2室1厅 | 48平米 | 南 | 精装 | 无电梯,中楼层(共6层)1990年建板楼  -  学军,15人关注 / 共0次带看 / 2个月以前发布,320万,单价66667元/平米,
满五唯一免双税 地铁房  房龄新,西湖-学军,沈塘新村  | 2室1厅 | 53.18平米 | 南 | 精装 | 无电梯,中楼层(共6层)2009年建板楼  -  学军,26人关注 / 共8次带看 / 3个月以前发布,380万,单价71456元/平米,
大两房 诚心出售 清爽装修  上学近,西湖-学军,文二新村  | 2室1厅 | 53.24平米 | 南 | 精装 | 无电梯,低楼层(共7层)1990年建板楼  -  学军,13人关注 / 共1次带看 / 7个月以前发布,490万,单价92037元/平米,
精装修 东边套 三房朝南厅朝东 采光好,西湖-学军,中大文锦苑  | 4室2厅 | 146平米 | 南 北 | 精装 | 有电梯,中楼层(共11层)2001年建板楼  -  学军,8人关注 / 共0次带看 / 一年前发布,1250万,单价85617元/平米,
精装修2房 高楼层 太阳很好 可以改造成3房,西湖-学军,求智弄  | 2室2厅 | 65.02平米 | 东 南 北 | 精装 | 无电梯,高楼层(共7层)1995年建板楼  -  学军,17人关注 / 共0次带看 / 9个月以前发布,558万,单价85820元/平米,
马塍路34号 2室1厅 500万,西湖-学军,马塍路34号  | 2室1厅 | 57.08平米 | 南 | 简装 | 无电梯,低楼层(共6层)1983年建板楼  -  学军,5人关注 / 共0次带看 / 4个月以前发布,500万,单价87597元/平米,
